position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
125,Altered Space: A 3-D Alien Adventure,GB,Sony Imagesoft  ,Software Creations  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Sep 91  ,N/A
126,Amazing Penguin,GB,Natsume  ,Natsume  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 90  ,N/A
127,Amazing Tater,GB,Atlus  ,Atlus Co.  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Feb 92  ,N/A
128,America Oudan Ultra-Quiz,GB,Tomy Corporation  ,Tomy  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,23rd Dec 90  ,N/A
129,America Oudan Ultra-Quiz Part 2,GB,Tomy Corporation  ,Tomy  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,20th Dec 91  ,N/A
130,America Oudan Ultra-Quiz Part 3,GB,Tomy Corporation  ,Tomy  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,27th Nov 92  ,N/A
131,America Oudan Ultra-Quiz Part 4,GB,Tomy Corporation  ,Tomy  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,29th Oct 93  ,N/A
132,Amida,GB,Coconuts Japan   ,Sofix  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,23rd Oct 90  ,N/A
133,Animal Breeder,GB,J-Wing  ,J-Wing  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,11th Sep 97  ,N/A
134,Animal Breeder 2,GB,J-Wing  ,J-Wing  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,15th May 98  ,N/A
135,Animal Breeder 3,GB,J-Wing  ,J-Wing  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,24th Jun 99  ,N/A
136,Animal Breeder 4,GB,J-Wing  ,J-Wing  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 01  ,N/A
137,Animaniacs,GB,Konami  ,Factor 5  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jul 95  ,N/A
138,Animastar GB,GB,Media Factory  ,Aki Corporation  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,30th Mar 01  ,N/A
139,Animorphs,GB,Ubisoft  ,Ubisoft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,07th Nov 00  ,N/A
