position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
161,Hello Kitty Kruisers,WiiU,Bergsala Lightweight  ,Scarab  ,N/A  ,N/A  ,N/A  ,N/A,0.01m,0.01m,N/A,N/A,0.00m,21st Mar 14  ,25th Jan 18
162,Teslagrad,WiiU,Rain Games  ,Rain Games  ,N/A  ,7.0  ,N/A  ,N/A,0.00m,N/A,0.00m,N/A,0.00m,11th Sep 14  ,04th Jan 18
163,Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,WiiU,Namco Bandai Games  ,Namco Bandai Games  ,N/A  ,N/A  ,N/A  ,N/A,0.00m,N/A,N/A,0.00m,N/A,31st Dec 20  ,09th Apr 18
164,Monster High: New Ghoul in School,WiiU,Little Orbit  ,Torus Games  ,N/A  ,N/A  ,N/A  ,N/A,0.00m,N/A,0.00m,N/A,0.00m,27th Oct 15  ,19th Jan 19
165,Kung Fu Panda: Showdown of Legendary Legends,WiiU,Little Orbit  ,Little Orbit  ,N/A  ,N/A  ,N/A  ,N/A,0.00m,N/A,0.00m,N/A,0.00m,27th Nov 15  ,09th Apr 18
166,Pokémon Rumble U,WiiU,Nintendo  ,Ambrella  ,N/A  ,5.7  ,N/A  ,N/A,0.00m,N/A,0.00m,N/A,0.00m,29th Aug 13  ,03rd Aug 18
167,Star Fox Guard,WiiU,Nintendo  ,Nintendo EPD  ,N/A  ,N/A  ,N/A  ,N/A,0.00m,N/A,0.00m,N/A,0.00m,22nd Apr 16  ,18th Nov 18
168,Ben 10 Omniverse 2,WiiU,D3 Publisher  ,High Voltage Software  ,N/A  ,N/A  ,N/A  ,N/A,0.00m,0.00m,N/A,N/A,0.00m,05th Nov 13  ,02nd Jan 19
169,Young Justice: Legacy,WiiU,Warner Bros. Interactive Entertainment  ,Freedom Factory Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.00m,N/A,0.00m,N/A,0.00m,19th Nov 13  ,24th Nov 18
170,NES Remix Pack,WiiU,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,N/A,0.00m,0.00m,N/A,N/A,0.00m,05th Dec 14  ,28th Aug 18
171,1001 Spikes,WiiU,Nicalis  ,Nicalis  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,03rd Jun 14  ,27th Jan 18
172,6180 the moon,WiiU,Unknown  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 15  ,N/A
