position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
168,Nightmare Creatures,N64,Activision  ,Kalisto Entertainment  ,N/A  ,7.1  ,N/A  ,N/A,0.26m,0.21m,0.05m,N/A,0.00m,01st Jan 97  ,N/A
169,Star Wars Episode I: Battle for Naboo,N64,LucasArts  ,Factor 5  ,N/A  ,8.5  ,N/A  ,N/A,0.26m,0.21m,0.05m,N/A,0.00m,13th Dec 00  ,N/A
170,F1 Pole Position 64,N64,Ubisoft  ,Human Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.25m,0.11m,0.13m,N/A,0.01m,30th Sep 97  ,N/A
171,Fox Sports College Hoops '99,N64,Fox Interactive  ,"Z-Axis, Ltd.  ",N/A  ,N/A  ,N/A  ,N/A,0.25m,0.20m,0.05m,N/A,0.00m,23rd Nov 98  ,N/A
172,Gex 64: Enter the Gecko,N64,Midway Games  ,Realtime Associates  ,N/A  ,N/A  ,N/A  ,N/A,0.25m,0.20m,0.05m,N/A,0.00m,31st Aug 98  ,N/A
173,Hybrid Heaven,N64,Konami  ,KCEO  ,N/A  ,7.0  ,N/A  ,N/A,0.25m,0.16m,0.04m,0.05m,0.00m,01st Sep 99  ,N/A
174,MRC: Multi-Racing Championship,N64,Ocean  ,Genki  ,N/A  ,N/A  ,N/A  ,N/A,0.25m,0.20m,0.05m,N/A,0.00m,31st Aug 97  ,N/A
175,NBA Courtside 2 featuring Kobe Bryant,N64,Nintendo  ,Left Field Productions  ,N/A  ,N/A  ,N/A  ,N/A,0.25m,0.20m,0.05m,N/A,0.00m,08th Nov 99  ,N/A
176,NBA Showtime: NBA on NBC,N64,Midway Games  ,Eurocom Entertainment Software  ,N/A  ,N/A  ,N/A  ,N/A,0.25m,0.23m,0.02m,N/A,0.00m,17th Nov 99  ,N/A
177,Wayne Gretzky's 3D Hockey '98,N64,Midway Games  ,Software Creations  ,N/A  ,N/A  ,N/A  ,N/A,0.25m,0.23m,0.02m,N/A,0.00m,03rd Dec 97  ,N/A
178,Wheel of Fortune,N64,Take-Two Interactive  ,GameTek  ,N/A  ,N/A  ,N/A  ,N/A,0.25m,0.20m,0.05m,N/A,0.00m,02nd Dec 97  ,N/A
179,Army Men: Air Combat,N64,3DO  ,3DO  ,N/A  ,7.6  ,N/A  ,N/A,0.24m,0.19m,0.05m,N/A,0.00m,14th Jul 00  ,N/A
180,Midway's Greatest Arcade Hits Volume 1,N64,Midway Games  ,Digital Eclipse  ,N/A  ,N/A  ,N/A  ,N/A,0.24m,0.19m,0.05m,N/A,0.00m,14th Nov 00  ,N/A
181,Paperboy,N64,Midway Games  ,High Voltage Software  ,N/A  ,8.0  ,N/A  ,N/A,0.24m,0.19m,0.05m,N/A,0.00m,31st Oct 99  ,N/A
182,Ready 2 Rumble Boxing: Round 2,N64,Midway Games  ,Point of View  ,N/A  ,6.9  ,N/A  ,N/A,0.24m,0.19m,0.05m,N/A,0.00m,13th Nov 00  ,N/A
