position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
549,Strange Brigade,PS4,Rebellion Developments  ,Rebellion Developments  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,0.05m,0.03m,N/A,0.02m,28th Aug 18  ,26th Apr 18
550,Nickelodeon Kart Racers,PS4,GameMill Entertainment  ,Bamtang  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,0.07m,N/A,N/A,0.02m,23rd Oct 18  ,21st Sep 20
551,Nights of Azure,PS4,Tecmo Koei  ,Gust  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,N/A,N/A,0.09m,N/A,29th Mar 16  ,01st Jun 18
552,Lara Croft and the Temple of Osiris,PS4,Square Enix  ,Crystal Dynamics  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,N/A,0.07m,N/A,0.01m,09th Dec 14  ,30th Jul 18
553,Dragon's Dogma Online,PS4,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,0.09m,N/A,N/A,0.09m,N/A,27th Aug 15  ,N/A
554,Ghostbusters (2016),PS4,Activision  ,FireForge Games  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.07m,N/A,N/A,0.02m,12th Jul 16  ,17th Sep 18
555,Agatha Christie's The ABC Murders,PS4,Unfinished Pixel  ,Artefacts Studio  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.05m,0.02m,N/A,0.02m,23rd Feb 16  ,27th Jun 18
556,Shantae: Half-Genie Hero,PS4,Xseed Games  ,Way Forward Technologies  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.06m,N/A,0.01m,0.01m,20th Dec 16  ,30th Dec 18
557,Earth Defense Force 4.1: The Shadow of New Despair,PS4,Xseed Games  ,Sandlot  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.05m,0.02m,N/A,0.01m,08th Dec 15  ,26th Apr 18
558,Spintires: MudRunner - American Wilds,PS4,Focus Home Interactive  ,Saber Interactive  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.07m,N/A,N/A,0.02m,23rd Oct 18  ,19th Feb 19
559,The Sexy Brutale,PS4,Badland Games  ,Tequila Works  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.05m,0.02m,N/A,0.01m,29th Aug 17  ,12th Sep 18
560,Legend of Kay Anniversary,PS4,Nordic Games  ,Neon Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.03m,0.03m,N/A,0.01m,29th May 15  ,11th Sep 18
561,Hasbro Family Fun Pack Conquest Edition,PS4,Ubisoft  ,Ubisoft  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.07m,N/A,N/A,0.02m,15th Nov 16  ,N/A
562,Loading Human,PS4,Maximum Games  ,Untold Games  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.05m,0.02m,N/A,0.01m,13th Oct 16  ,17th Sep 18
563,Shining Resonance Refrain,PS4,Sega  ,Media.Vision  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.03m,0.01m,0.04m,0.01m,10th Jul 18  ,15th Sep 18
564,Rapala Fishing Pro Series,PS4,GameMill  ,"Concrete Software, Inc.  ",N/A  ,N/A  ,N/A  ,N/A,0.08m,0.06m,N/A,N/A,0.02m,24th Oct 17  ,07th Aug 18
565,Atelier Firis: The Alchemist and the Mysterious Journey,PS4,Tecmo Koei  ,Gust  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.02m,N/A,0.05m,0.01m,07th Mar 17  ,04th Jul 18
566,Gravel,PS4,Milestone S.r.l.  ,Milestone S.r.l.  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.06m,N/A,N/A,0.01m,27th Feb 18  ,13th Jan 18
567,BlazBlue: Cross Tag Battle,PS4,Arc System Works  ,Arc System Works  ,7.0  ,N/A  ,N/A  ,N/A,0.08m,0.04m,N/A,0.03m,0.01m,05th Jun 18  ,06th Jun 18
568,Dead Rising,PS4,Capcom  ,Capcom Production Studio 1  ,N/A  ,N/A  ,N/A  ,N/A,0.08m,0.04m,N/A,0.02m,0.01m,13th Sep 16  ,N/A
